UBERON:0000000	processual entity
UBERON:0004130	cerebellar layer
UBERON:0004133	salivatory nucleus
UBERON:0004134	proximal tubule
UBERON:0004135	distal tubule
UBERON:0004136	intermediate tubule
UBERON:0004139	cardiogenic plate
UBERON:0004140	primary heart field
UBERON:0004141	heart tube
UBERON:0004142	outflow tract septum
UBERON:0004145	outflow tract
UBERON:0004146	His-Purkinje system
UBERON:0004148	cardiac vein
UBERON:0004151	cardiac chamber
UBERON:0004160	proepicardium
UBERON:0004161	septum transversum
UBERON:0004164	branchiomeric muscle
UBERON:0004175	internal genitalia
UBERON:0004176	external genitalia
UBERON:0004177	hemopoietic organ
UBERON:0004178	aorta smooth muscle tissue
UBERON:0004179	prostate glandular acinus
UBERON:0004180	mammary gland fat
UBERON:0004182	mammary gland cord
UBERON:0004183	placental labyrinth blood vessel
UBERON:0004184	prostate gland stroma
UBERON:0004185	endodermal part of digestive tract
UBERON:0004186	olfactory bulb mitral cell layer
UBERON:0004188	glomerular epithelium
UBERON:0004189	glomerular endothelium
UBERON:0004190	renal glomerulus vasculature
UBERON:0004193	loop of Henle ascending limb thin segment
UBERON:0004198	comma-shaped body
UBERON:0004199	S-shaped body
UBERON:0004200	kidney pyramid
UBERON:0004201	kidney outer medulla inner stripe
UBERON:0004202	kidney outer medulla outer stripe
UBERON:0004203	cortical collecting duct
UBERON:0004204	outer medullary collecting duct
UBERON:0004205	inner medullary collecting duct
UBERON:0004208	nephrogenic mesenchyme
UBERON:0004209	renal vesicle
UBERON:0004211	nephron epithelium
UBERON:0004212	glomerular capillary
UBERON:0004214	upper leg nerve
UBERON:0004215	back nerve
UBERON:0004216	lower arm nerve
UBERON:0004217	upper arm nerve
UBERON:0004218	lower leg nerve
UBERON:0004219	urethra smooth muscle layer
UBERON:0004220	large intestine smooth muscle
UBERON:0004221	intestine smooth muscle
UBERON:0004222	stomach smooth muscle
UBERON:0004223	vagina smooth muscle
UBERON:0004224	muscular coat of vas deferens
UBERON:0004225	respiratory system smooth muscle
UBERON:0004226	gastrointestinal system smooth muscle
UBERON:0004227	kidney pelvis smooth muscle
UBERON:0004228	urinary bladder smooth muscle
UBERON:0004229	urinary bladder trigone smooth muscle
UBERON:0004230	urinary bladder neck smooth muscle
UBERON:0004231	anal region smooth muscle
UBERON:0004232	lymphatic vessel smooth muscle
UBERON:0004233	lower respiratory tract smooth muscle
UBERON:0004234	iris smooth muscle
UBERON:0004235	mammary gland smooth muscle
UBERON:0004236	arteriole smooth muscle
UBERON:0004237	blood vessel smooth muscle
UBERON:0004238	spleen smooth muscle
UBERON:0004239	small intestine smooth muscle
UBERON:0004240	gall bladder smooth muscle
UBERON:0004242	bronchus smooth muscle
UBERON:0004243	prostate gland smooth muscle
UBERON:0004245	oviduct smooth muscle
UBERON:0004246	outflow tract smooth muscle
UBERON:0004247	bone of dorsum
UBERON:0004248	pedal digit bone
UBERON:0004249	manual digit bone
UBERON:0004250	upper arm bone
UBERON:0004251	hindlimb zeugopod bone
UBERON:0004252	hindlimb stylopod muscle
UBERON:0004253	skin muscle
UBERON:0004254	forelimb zeugopod muscle
UBERON:0004255	forelimb stylopod muscle
UBERON:0004256	hindlimb zeugopod muscle
UBERON:0004257	upper leg blood vessel
UBERON:0004258	back blood vessel
UBERON:0004259	lower arm blood vessel
UBERON:0004260	upper arm blood vessel
UBERON:0004261	lower leg blood vessel
UBERON:0004262	upper leg skin
UBERON:0004263	upper arm skin
UBERON:0004264	lower leg skin
UBERON:0004265	outflow tract myocardium
UBERON:0004266	upper leg connective tissue
UBERON:0004267	back connective tissue
UBERON:0004268	lower arm connective tissue
UBERON:0004269	upper arm connective tissue
UBERON:0004270	lower leg connective tissue
UBERON:0004271	outflow tract pericardium
UBERON:0004273	cartilaginous joint suture
UBERON:0004274	lateral ventricle choroid plexus epithelium
UBERON:0004276	fourth ventricle choroid plexus epithelium
UBERON:0004277	eye muscle
UBERON:0004288	skeleton
UBERON:0004290	dermomyotome
UBERON:0004291	heart rudiment
UBERON:0004292	cardiac skeleton
UBERON:0004294	glomerular capillary endothelium
UBERON:0004295	sympathetic nerve trunk
UBERON:0004296	respiratory system lymphatic vessel smooth muscle
UBERON:0004297	respiratory system blood vessel smooth muscle
UBERON:0004300	distal phalanx
UBERON:0004301	middle phalanx
UBERON:0004302	proximal phalanx
UBERON:0004340	allantois
UBERON:0004341	primitive streak
UBERON:0004345	trophectoderm
UBERON:0004347	limb bud
UBERON:0004348	optic eminence
UBERON:0004356	apical ectodermal ridge
UBERON:0004357	paired limb/fin bud
UBERON:0004362	pharyngeal arch 1
UBERON:0004363	pharyngeal arch artery
UBERON:0004365	vitelline blood vessel
UBERON:0004367	Descemet's membrane
UBERON:0004370	anterior limiting lamina of cornea
UBERON:0004374	vitelline vasculature
UBERON:0004375	bone of free limb or fin
UBERON:0004377	distal metaphysis
UBERON:0004378	proximal metaphysis
UBERON:0004379	distal epiphysis
UBERON:0004380	proximal epiphysis
UBERON:0004381	skeleton of limb
UBERON:0004382	epiphysis of humerus
UBERON:0004383	epiphysis of tibia
UBERON:0004384	epiphysis of femur
UBERON:0004387	epiphysis of phalanx of manus
UBERON:0004389	epiphysis of metatarsal bone
UBERON:0004390	epiphysis of metacarpal bone
UBERON:0004400	bone tissue of epiphysis
UBERON:0004401	bone tissue of distal epiphysis
UBERON:0004402	bone tissue of proximal epiphysis
UBERON:0004403	periosteum of epiphysis
UBERON:0004404	distal epiphysis of humerus
UBERON:0004405	distal epiphysis of tibia
UBERON:0004406	distal epiphysis of femur
UBERON:0004409	distal epiphysis of phalanx of manus
UBERON:0004411	proximal epiphysis of humerus
UBERON:0004412	proximal epiphysis of femur
UBERON:0004414	proximal epiphysis of phalanx of manus
UBERON:0004415	proximal epiphysis of metatarsal bone
UBERON:0004416	proximal epiphysis of metacarpal bone
UBERON:0004446	epiphysis of phalanx
UBERON:0004447	proximal epiphysis of phalanx
UBERON:0004448	distal epiphysis of phalanx
UBERON:0004449	cerebral artery
UBERON:0004451	trunk or cervical vertebra
UBERON:0004452	carpal region
UBERON:0004453	metacarpus region
UBERON:0004454	tarsal region
UBERON:0004455	neurula embryo
UBERON:0004456	entire sense organ system
UBERON:0004461	skeletal musculature of head
UBERON:0004462	musculature of body wall
UBERON:0004463	musculature of hindlimb stylopod
UBERON:0004464	musculature of thorax
UBERON:0004465	musculature of neck
UBERON:0004466	musculature of leg
UBERON:0004467	musculature of pharynx
UBERON:0004468	set of muscles of vertebral column
UBERON:0004469	musculature of back
UBERON:0004470	musculature of pelvic girdle
UBERON:0004471	musculature of pectoral girdle
UBERON:0004473	musculature of face
UBERON:0004474	musculature of arm
UBERON:0004475	musculature of hip
UBERON:0004476	musculature of shoulder
UBERON:0004478	musculature of larynx
UBERON:0004479	musculature of trunk
UBERON:0004480	musculature of limb
UBERON:0004481	musculature of upper limb
UBERON:0004482	musculature of lower limb
UBERON:0004487	musculature of forelimb zeugopod
UBERON:0004488	musculature of pes
UBERON:0004489	musculature of manus
UBERON:0004490	cardiac muscle tissue of atrium
UBERON:0004491	cardiac muscle tissue of interatrial septum
UBERON:0004492	cardiac muscle tissue of cardiac septum
UBERON:0004493	cardiac muscle tissue of myocardium
UBERON:0004500	skeletal muscle tissue of deltoid
UBERON:0004509	skeletal muscle tissue of trapezius
UBERON:0004510	skeletal muscle tissue of pectoralis major
UBERON:0004515	smooth muscle tissue of bronchiole
UBERON:0004516	smooth muscle tissue of terminal bronchiole
UBERON:0004517	smooth muscle tissue of respiratory bronchiole
UBERON:0004518	muscle of vertebral column
UBERON:0004520	striated muscle tissue of prostate
UBERON:0004521	vasculature of muscle organ
UBERON:0004522	vasculature of musculoskeletal system
UBERON:0004529	anatomical projection
UBERON:0004530	bony projection
UBERON:0004533	left testis
UBERON:0004534	right testis
UBERON:0004535	cardiovascular system
UBERON:0004536	lymph vasculature
UBERON:0004537	blood vasculature
UBERON:0004538	left kidney
UBERON:0004539	right kidney
UBERON:0004544	epididymis epithelium
UBERON:0004548	left eye
UBERON:0004549	right eye
UBERON:0004550	gastroesophageal sphincter
UBERON:0004552	digital artery
UBERON:0004553	forelimb digital artery
UBERON:0004554	hindlimb digital artery
UBERON:0004571	systemic arterial system
UBERON:0004572	arterial system
UBERON:0004573	systemic artery
UBERON:0004581	systemic venous system
UBERON:0004582	venous system
UBERON:0004590	sphincter muscle
UBERON:0004637	otic capsule
UBERON:0004638	blood vessel endothelium
UBERON:0004639	renal afferent arteriole
UBERON:0004640	renal efferent arteriole
UBERON:0004641	spleen capsule
UBERON:0004645	urinary bladder urothelium
UBERON:0004647	liver lobule
UBERON:0004650	tongue keratinized epithelium
UBERON:0004652	humerus diaphysis
UBERON:0004663	aorta wall
UBERON:0004664	aorta tunica adventitia
UBERON:0004665	muscular coat of seminal vesicle
UBERON:0004666	interventricular septum membranous part
UBERON:0004667	interventricular septum muscular part
UBERON:0004668	fourth ventricle aperture
UBERON:0004673	trigeminal nerve root
UBERON:0004674	facial nerve root
UBERON:0004675	hypoglossal nerve root
UBERON:0004679	dentate gyrus molecular layer
UBERON:0004681	vestibular system
UBERON:0004684	raphe nuclei
UBERON:0004688	costo-cervical trunk
UBERON:0004692	external naris epithelium
UBERON:0004693	Peyer's patch epithelium
UBERON:0004695	arterial system smooth muscle
UBERON:0004696	venous system smooth muscle
UBERON:0004697	Peyer's patch germinal center
UBERON:0004698	vena cava endothelium
UBERON:0004699	outflow tract endothelium
UBERON:0004700	arterial system endothelium
UBERON:0004701	venous system endothelium
UBERON:0004702	respiratory system blood vessel endothelium
UBERON:0004704	bone fossa
UBERON:0004706	bulbus cordis
UBERON:0004707	pharyngula stage
UBERON:0004708	paired limb/fin
UBERON:0004709	pelvic appendage
UBERON:0004710	pectoral appendage
UBERON:0004711	jugular vein
UBERON:0004715	annulus fibrosus disci intervertebralis
UBERON:0004716	conceptus
UBERON:0004719	kidney arcuate vein
UBERON:0004721	crista ampullaris
UBERON:0004723	interlobular artery
UBERON:0004726	vasa recta
UBERON:0004727	cochlear nerve
UBERON:0004731	neuromere
UBERON:0004732	segmental subdivision of nervous system
UBERON:0004733	segmental subdivision of hindbrain
UBERON:0004734	gastrula
UBERON:0004736	metanephric glomerulus
UBERON:0004737	metanephric collecting duct
UBERON:0004738	metanephric juxtaglomerular apparatus
UBERON:0004739	pronephric glomerulus
UBERON:0004742	dentary
UBERON:0004753	scapulocoracoid
UBERON:0004755	skeletal tissue
UBERON:0004756	dermal skeletal element
UBERON:0004760	gland of anal canal
UBERON:0004761	cartilaginous neurocranium
UBERON:0004763	endochondral bone tissue
UBERON:0004765	skeletal element
UBERON:0004766	cranial bone
UBERON:0004768	bone of lower jaw
UBERON:0004769	diaphysis
UBERON:0004770	articular system
UBERON:0004771	posterior nasal aperture
UBERON:0004775	outer renal medulla vasa recta
UBERON:0004776	inner renal medulla vasa recta
UBERON:0004777	respiratory system submucosa
UBERON:0004778	larynx submucosa
UBERON:0004779	respiratory system lamina propria
UBERON:0004780	gastrointestinal system lamina propria
UBERON:0004781	gall bladder lamina propria
UBERON:0004782	gastrointestinal system serosa
UBERON:0004783	gall bladder serosa
UBERON:0004784	heart ventricle wall
UBERON:0004785	respiratory system mucosa
UBERON:0004786	gastrointestinal system mucosa
UBERON:0004787	urethra urothelium
UBERON:0004788	kidney pelvis urothelium
UBERON:0004789	larynx mucous gland
UBERON:0004790	skin mucous gland
UBERON:0004792	secretion of endocrine pancreas
UBERON:0004793	secretion of exocrine pancreas
UBERON:0004794	esophagus secretion
UBERON:0004795	pancreas secretion
UBERON:0004796	prostate gland secretion
UBERON:0004797	blood vessel layer
UBERON:0004801	cervix epithelium
UBERON:0004802	respiratory tract epithelium
UBERON:0004803	penis epithelium
UBERON:0004804	oviduct epithelium
UBERON:0004805	seminal vesicle epithelium
UBERON:0004806	vas deferens epithelium
UBERON:0004807	respiratory system epithelium
UBERON:0004808	gastrointestinal system epithelium
UBERON:0004809	salivary gland epithelium
UBERON:0004810	nephron tubule epithelium
UBERON:0004811	endometrium epithelium
UBERON:0004812	male prepuce epithelium
UBERON:0004813	seminiferous tubule epithelium
UBERON:0004814	upper respiratory tract epithelium
UBERON:0004815	lower respiratory tract epithelium
UBERON:0004816	larynx epithelium
UBERON:0004817	lacrimal gland epithelium
UBERON:0004819	kidney epithelium
UBERON:0004820	bile duct epithelium
UBERON:0004821	pulmonary alveolus epithelium
UBERON:0004822	extrahepatic bile duct epithelium
UBERON:0004823	intrahepatic bile duct epithelium
UBERON:0004827	thyroid gland medulla
UBERON:0004829	urethra skeletal muscle tissue
UBERON:0004830	respiratory system skeletal muscle
UBERON:0004831	esophagus skeletal muscle
UBERON:0004832	anal region skeletal muscle
UBERON:0004833	lip skeletal muscle
UBERON:0004834	hepatic duct smooth muscle
UBERON:0004835	epididymis smooth muscle
UBERON:0004848	respiratory system arterial endothelium
UBERON:0004849	respiratory system venous endothelium
UBERON:0004850	lymph node endothelium
UBERON:0004851	aorta endothelium
UBERON:0004852	cardiovascular system endothelium
UBERON:0004854	gastrointestinal system mesentery
UBERON:0004857	skeletal muscle connective tissue
UBERON:0004859	eye gland
UBERON:0004861	right lung alveolus
UBERON:0004862	left lung alveolus
UBERON:0004863	thoracic sympathetic nerve trunk
UBERON:0004864	vasculature of retina
UBERON:0004869	parietal organ
UBERON:0004871	somatic layer of lateral plate mesoderm
UBERON:0004872	splanchnic layer of lateral plate mesoderm
UBERON:0004873	splanchnopleure
UBERON:0004874	somatopleure
UBERON:0004875	nephrogenic cord
UBERON:0004876	urogenital fold
UBERON:0004877	visceral endoderm
UBERON:0004880	chordamesoderm
UBERON:0004883	lung mesenchyme
UBERON:0004893	interalveolar septum
UBERON:0004894	alveolar wall
UBERON:0004895	alveolar smooth muscle
UBERON:0004902	urogenital sinus epithelium
UBERON:0004904	neuron projection bundle connecting eye with brain
UBERON:0004905	articulation
UBERON:0004906	ectodermal part of digestive tract
UBERON:0004907	lower digestive tract
UBERON:0004908	upper digestive tract
UBERON:0004909	epithelium of gonad
UBERON:0004910	epithelium of male gonad
UBERON:0004911	epithelium of female gonad
UBERON:0004912	biliary bud
UBERON:0004913	hepatopancreatic ampulla
UBERON:0004914	duodenal papilla
UBERON:0004915	sphincter of hepatopancreatic ampulla
UBERON:0004916	anal sphincter
UBERON:0004917	urethral sphincter
UBERON:0004921	subdivision of digestive tract
UBERON:0004923	organ component layer
UBERON:0004924	submucosa of pharynx
UBERON:0004926	submucosa of cystic duct
UBERON:0004927	submucosa of cecum
UBERON:0004928	submucosa of appendix
UBERON:0004929	submucosa of ascending colon
UBERON:0004930	submucosa of transverse colon
UBERON:0004931	submucosa of descending colon
UBERON:0004932	submucosa of sigmoid colon
UBERON:0004933	submucosa of fundus of stomach
UBERON:0004934	submucosa of body of stomach
UBERON:0004935	submucosa of cardia of stomach
UBERON:0004936	submucosa of pyloric antrum
UBERON:0004937	submucosa of pylorus
UBERON:0004938	submucosa of biliary tree
UBERON:0004939	submucosa of common bile duct
UBERON:0004940	submucosa of common hepatic duct
UBERON:0004941	submucosa of right hepatic duct
UBERON:0004942	submucosa of left hepatic duct
UBERON:0004943	submucosa of urinary bladder
UBERON:0004944	submucosa of trigone of urinary bladder
UBERON:0004945	submucosa of neck of urinary bladder
UBERON:0004946	submucosa of ileum
UBERON:0004952	submucosa of bronchiole
UBERON:0004980	mucosa of ureter
UBERON:0004983	mucosa of vagina
UBERON:0004984	mucosa of seminal vesicle
UBERON:0004985	mucosa of ejaculatory duct
UBERON:0004986	mucosa of deferent duct
UBERON:0004988	mucosa of cystic duct
UBERON:0004989	mucosa of appendix
UBERON:0004990	mucosa of ascending colon
UBERON:0004991	mucosa of transverse colon
UBERON:0004992	mucosa of descending colon
UBERON:0004993	mucosa of sigmoid colon
UBERON:0004994	mucosa of fundus of stomach
UBERON:0004995	mucosa of body of stomach
UBERON:0004996	mucosa of cardia of stomach
UBERON:0004997	mucosa of pyloric antrum
UBERON:0004998	mucosa of pylorus
UBERON:0004999	mucosa of biliary tree
UBERON:0005000	mucosa of common bile duct
UBERON:0005001	mucosa of common hepatic duct
UBERON:0005002	mucosa of right hepatic duct
UBERON:0005003	mucosa of left hepatic duct
UBERON:0005004	mucosa of right ureter
UBERON:0005005	mucosa of left ureter
UBERON:0005006	mucosa of renal pelvis
UBERON:0005009	mucosa of trigone of urinary bladder
UBERON:0005010	mucosa of neck of urinary bladder
UBERON:0005011	mucosa of right uterine tube
UBERON:0005012	mucosa of left uterine tube
UBERON:0005013	mucosa of male urethra
UBERON:0005014	mucosa of female urethra
UBERON:0005017	mucosa of lacrimal sac
UBERON:0005020	mucosa of tongue
UBERON:0005022	mucosa of nasopharynx
UBERON:0005026	mucosa of middle ear
UBERON:0005029	mucosa of lacrimal canaliculus
UBERON:0005032	mucosa of lower lip
UBERON:0005033	mucosa of gallbladder
UBERON:0005039	mucosa of bronchiole
UBERON:0005040	mucosa of terminal bronchiole
UBERON:0005041	mucosa of respiratory bronchiole
UBERON:0005042	inner epithelial layer of tympanic membrane
UBERON:0005043	mucosa of nasolacrimal duct
UBERON:0005048	mucosa of uterine tube
UBERON:0005049	mucosa of infundibulum of uterine tube
UBERON:0005051	mediastinum testis
UBERON:0005055	zone of long bone
UBERON:0005056	external female genitalia
UBERON:0005057	immune organ
UBERON:0005058	hemolymphoid system gland
UBERON:0005061	neural groove
UBERON:0005062	neural fold
UBERON:0005068	neural rod
UBERON:0005075	forebrain-midbrain boundary
UBERON:0005076	hindbrain-spinal cord boundary
UBERON:0005080	metanephric ureteric bud
UBERON:0005081	ureter ureteric bud
UBERON:0005082	tube lumen
UBERON:0005085	ectodermal placode
UBERON:0005086	hair follicle placode
UBERON:0005087	tooth placode
UBERON:0005088	sebaceous gland placode
UBERON:0005089	sweat gland placode
UBERON:0005090	muscle structure
UBERON:0005092	right horn of sinus venosus
UBERON:0005095	kidney rudiment
UBERON:0005096	descending thin limb
UBERON:0005097	renal connecting tubule
UBERON:0005103	mesonephric epithelium
UBERON:0005106	metanephric tubule
UBERON:0005108	metanephric epithelium
UBERON:0005109	metanephric smooth muscle tissue
UBERON:0005110	metanephric nephron
UBERON:0005111	metanephric pyramid
UBERON:0005113	metanephric cortex mesenchyme
UBERON:0005114	metanephric ascending thin limb
UBERON:0005115	metanephric cortical collecting duct
UBERON:0005116	metanephric descending thin limb
UBERON:0005117	metanephric distal convoluted tubule
UBERON:0005119	metanephric glomerular mesangium
UBERON:0005122	metanephric macula densa
UBERON:0005124	metanephric proximal convoluted tubule
UBERON:0005125	metanephric proximal straight tubule
UBERON:0005127	metanephric thick ascending limb
UBERON:0005129	metanephric distal tubule
UBERON:0005130	metanephric loop of Henle
UBERON:0005133	metanephric glomerulus vasculature
UBERON:0005134	metanephric nephron epithelium
UBERON:0005135	metanephric glomerular epithelium
UBERON:0005136	metanephric glomerular endothelium
UBERON:0005137	metanephric capsule
UBERON:0005144	metanephric glomerular capillary
UBERON:0005145	metanephric comma-shaped body
UBERON:0005146	metanephric nephron tubule
UBERON:0005147	metanephric renal vesicle
UBERON:0005148	metanephric S-shaped body
UBERON:0005149	metanephric connecting tubule
UBERON:0005151	metanephric proximal tubule
UBERON:0005153	epithelial bud
UBERON:0005154	epithelial cord
UBERON:0005155	open tracheal system
UBERON:0005156	reproductive structure
UBERON:0005157	epithelial fold
UBERON:0005158	parenchyma of central nervous system
UBERON:0005162	multi cell part structure
UBERON:0005164	ascending limb of loop of Henle
UBERON:0005167	papillary duct
UBERON:0005168	renal interlobular vein
UBERON:0005169	interstitial tissue
UBERON:0005171	hepatic duct
UBERON:0005172	abdomen element
UBERON:0005173	abdominal segment element
UBERON:0005174	dorsal region element
UBERON:0005175	chest organ
UBERON:0005176	tooth enamel organ
UBERON:0005177	trunk region element
UBERON:0005178	thoracic cavity element
UBERON:0005179	pelvic region element
UBERON:0005181	thoracic segment organ
UBERON:0005184	hair medulla
UBERON:0005185	renal medulla collecting duct
UBERON:0005192	deferent duct artery
UBERON:0005194	thoracic vein
UBERON:0005195	deferent duct vein
UBERON:0005196	spleen germinal center
UBERON:0005199	cervical mammary gland
UBERON:0005200	thoracic mammary gland
UBERON:0005202	distal straight tubule macula densa
UBERON:0005204	larynx submucosa gland
UBERON:0005205	lamina propria of vagina
UBERON:0005206	choroid plexus stroma
UBERON:0005207	tonsil capsule
UBERON:0005208	right atrium valve
UBERON:0005211	renal medulla interstitium
UBERON:0005212	Leydig cell region of testis
UBERON:0005213	outer renal medulla interstitium
UBERON:0005214	inner renal medulla interstitium
UBERON:0005215	kidney interstitium
UBERON:0005216	optic eminence surface ectoderm
UBERON:0005217	midbrain subarachnoid space
UBERON:0005218	diencephalon subarachnoid space
UBERON:0005219	hindbrain subarachnoid space
UBERON:0005221	liver right lobe parenchyma
UBERON:0005222	liver left lobe parenchyma
UBERON:0005225	upper leg epithelium
UBERON:0005226	pedal digit epithelium
UBERON:0005227	manual digit epithelium
UBERON:0005228	upper arm epithelium
UBERON:0005229	lower leg epithelium
UBERON:0005233	medial-nasal process ectoderm
UBERON:0005234	optic eminence ectoderm
UBERON:0005239	basal plate metencephalon
UBERON:0005243	interventricular septum endocardium
UBERON:0005248	bulbus cordis myocardium
UBERON:0005249	metanephric renal pelvis
UBERON:0005250	stomatodeum gland
UBERON:0005251	yolk sac cavity
UBERON:0005253	head mesenchyme
UBERON:0005254	upper leg mesenchyme
UBERON:0005255	pedal digit mesenchyme
UBERON:0005256	trunk mesenchyme
UBERON:0005257	manual digit mesenchyme
UBERON:0005258	upper arm mesenchyme
UBERON:0005259	lower leg mesenchyme
UBERON:0005268	renal cortex artery
UBERON:0005269	renal cortex vein
UBERON:0005270	renal cortex interstitium
UBERON:0005271	juxtamedullary cortex
UBERON:0005272	peritubular capillary
UBERON:0005281	ventricular system of central nervous system
UBERON:0005282	ventricular system of brain
UBERON:0005283	tela choroidea
UBERON:0005287	tela choroidea of fourth ventricle
UBERON:0005289	tela choroidea of telencephalic ventricle
UBERON:0005290	myelencephalon
UBERON:0005291	embryonic tissue
UBERON:0005292	extraembryonic tissue
UBERON:0005294	gonadal ridge
UBERON:0005295	sex cord
UBERON:0005296	ovary sex cord
UBERON:0005297	testis sex cord
UBERON:0005298	skin of clitoris
UBERON:0005299	prepuce of clitoris
UBERON:0005309	pronephric nephron
UBERON:0005310	pronephric nephron tubule
UBERON:0005311	mammary placode
UBERON:0005316	endocardial endothelium
UBERON:0005317	pulmonary artery endothelium
UBERON:0005319	mesonephric collecting duct
UBERON:0005320	mesonephric juxtaglomerular apparatus
UBERON:0005321	mesonephric smooth muscle tissue
UBERON:0005322	mesonephric nephron
UBERON:0005323	mesonephric mesenchyme
UBERON:0005324	mesonephric macula densa
UBERON:0005325	mesonephric glomerulus
UBERON:0005326	mesonephric glomerulus vasculature
UBERON:0005327	mesonephric glomerular epithelium
UBERON:0005328	mesonephric comma-shaped body
UBERON:0005329	mesonephric nephron tubule
UBERON:0005330	mesonephric nephron epithelium
UBERON:0005331	mesonephric renal vesicle
UBERON:0005332	mesonephric S-shaped body
UBERON:0005333	mammary bud
UBERON:0005334	oral lamina propria
UBERON:0005337	outflow tract of ventricle
UBERON:0005338	outflow tract aortic component
UBERON:0005339	outflow tract pulmonary component
UBERON:0005343	cortical plate
UBERON:0005352	spermatic cord
UBERON:0005358	ventricle of nervous system
UBERON:0005362	vagus X ganglion
UBERON:0005366	olfactory lobe
UBERON:0005371	hippocampus stratum oriens
UBERON:0005372	hippocampus stratum radiatum
UBERON:0005375	spinal cord ventral column
UBERON:0005376	olfactory bulb external plexiform layer
UBERON:0005377	olfactory bulb glomerular layer
UBERON:0005381	dentate gyrus granule cell layer
UBERON:0005384	nasal cavity epithelium
UBERON:0005385	nasal cavity respiratory epithelium
UBERON:0005386	olfactory segment of nasal mucosa
UBERON:0005388	photoreceptor array
UBERON:0005389	transparent eye structure
UBERON:0005390	cortical layer I
UBERON:0005396	carotid artery segment
UBERON:0005397	brain arachnoid mater
UBERON:0005398	female reproductive gland
UBERON:0005399	male reproductive gland
UBERON:0005400	telencephalon arachnoid mater
UBERON:0005401	cerebral hemisphere gray matter
UBERON:0005406	perirenal fat
UBERON:0005408	circumventricular organ
UBERON:0005409	alimentary part of gastrointestinal system
UBERON:0005410	cartilaginous otic capsule
UBERON:0005411	bony otic capsule
UBERON:0005417	forelimb bud
UBERON:0005418	hindlimb bud
UBERON:0005419	pectoral appendage bud
UBERON:0005420	pelvic appendage bud
UBERON:0005421	pectoral appendage apical ectodermal ridge
UBERON:0005422	pelvic appendage apical ectodermal ridge
UBERON:0005423	developing anatomical structure
UBERON:0005424	presumptive retinal pigmented epithelium
UBERON:0005425	presumptive neural retina
UBERON:0005426	lens vesicle
UBERON:0005427	corneal primordium
UBERON:0005428	vagal neural crest
UBERON:0005432	aortic sac
UBERON:0005434	cervical region
UBERON:0005445	segment of pes
UBERON:0005446	foramen rotundum
UBERON:0005451	segment of manus
UBERON:0005456	jugular foramen
UBERON:0005457	left thymus lobe
UBERON:0005459	left umbilical vein
UBERON:0005460	left vitelline vein
UBERON:0005461	levator scapulae muscle
UBERON:0005463	subcapsular sinus of lymph node
UBERON:0005469	right thymus lobe
UBERON:0005471	right umbilical vein
UBERON:0005472	right vitelline vein
UBERON:0005476	spinal nerve trunk
UBERON:0005477	stomach fundus epithelium
UBERON:0005478	sulcus limitans of neural tube
UBERON:0005483	thymus lobe
UBERON:0005486	venous dural sinus
UBERON:0005487	vitelline vein
UBERON:0005491	glossopharyngeal neural crest
UBERON:0005496	neural tube lateral wall
UBERON:0005497	non-neural ectoderm
UBERON:0005498	primitive heart tube
UBERON:0005501	rhombomere lateral wall
UBERON:0005562	thymus primordium
UBERON:0005563	trigeminal neural crest
UBERON:0005564	gonad primordium
UBERON:0005565	facio-acoustic neural crest
UBERON:0005594	head somite
UBERON:0005597	lung primordium
UBERON:0005598	trunk somite
UBERON:0005602	dorsal mesogastrium
UBERON:0005604	extrahepatic part of hepatic duct
UBERON:0005606	hyaloid cavity
UBERON:0005609	iliac artery
UBERON:0005610	iliac vein
UBERON:0005613	left dorsal aorta
UBERON:0005614	lens anterior epithelium
UBERON:0005616	mesenteric artery
UBERON:0005617	mesenteric vein
UBERON:0005622	right dorsal aorta
UBERON:0005624	suprarenal artery
UBERON:0005625	tubotympanic recess lumen
UBERON:0005626	ventral mesogastrium
UBERON:0005629	vascular plexus
UBERON:0005631	extraembryonic membrane
UBERON:0005636	caecum epithelium
UBERON:0005637	pyloric region epithelium
UBERON:0005638	anterior chamber epithelium
UBERON:0005656	lens vesicle epithelium
UBERON:0005660	2nd arch ectoderm
UBERON:0005661	3rd arch ectoderm
UBERON:0005662	4th arch ectoderm
UBERON:0005664	2nd arch endoderm
UBERON:0005665	3rd arch endoderm
UBERON:0005666	4th arch endoderm
UBERON:0005667	connecting stalk mesoderm
UBERON:0005669	peritoneal cavity mesothelium
UBERON:0005672	right lung endothelium
UBERON:0005673	left lung endothelium
UBERON:0005677	caecum mesentery
UBERON:0005685	midgut dorsal mesentery
UBERON:0005686	caecum dorsal mesentery
UBERON:0005687	orbitosphenoid cartilage element
UBERON:0005688	lens vesicle cavity
UBERON:0005689	2nd arch mesenchyme
UBERON:0005690	3rd arch mesenchyme
UBERON:0005691	4th arch mesenchyme
UBERON:0005702	optic eminence mesenchyme
UBERON:0005711	foregut duodenum mesentery
UBERON:0005712	midgut duodenum mesentery
UBERON:0005719	footplate apical ectodermal ridge
UBERON:0005720	hindbrain venous system
UBERON:0005721	pronephric mesoderm
UBERON:0005725	olfactory system
UBERON:0005726	chemosensory system
UBERON:0005728	extraembryonic mesoderm
UBERON:0005729	pectoral appendage field
UBERON:0005730	pelvic appendage field
UBERON:0005732	paired limb/fin field
